text	label
اول اینکه نظر کسی برام وقتی مهمه که خود اون شخص برام مهم باشه دوم اینکه اگه اون نظرو دوست نداشته باشم و شخصی که نظر داده مهم باشه ترجیح میدم دیگه اون شخص مهم نباشه کلا آدم انتقاد پذیری نیستم خب چطور بگم !!	OTHER
هر سال بیشتر از #احسان_علیخانی و برنامه #ماه_عسل متنفر میشم،اونایی که امشبو دیدن متوجه میشن که نفر اول و نفر آخر رو همزمان اعلام نمیکنن!	HATE
چرا از این اتفاقا توی شهرما نمیفته یا جلو من پیش نمیاد که یه حالی به طرفی که امربه معروف میکنه بدم	ANGRY
نموداری که نشان می دهد خشونت و جنگ چه نسبت مستقیمی دارد با سرانه درآمد. جنگ از تعمیق نابرابری و فقر و تبعیض می آید، نه از تنوع قومی و مذهبی. تلاش برای برقراری عدالت و رفع فقر صلح طلبی واقعی است نه مدارا با فرآیندی که باعث تعمیق فقر می شود. #صلح_طلبی_واقعی	OTHER
نشد من یه بار ناراحت بخوابم فرداش سرما نخورم:|| گلو درد بدجور...	SAD
عجب سرعتی داره موقع انتقال داده مثلا فیلم پر حجم	SURPRISE
 عجب زذی توی خال جواب این مردک همین بود	HAPPY
شنبه فارغ از هر نتیجهای استادیوم میرم تا بعد از بازی مثل آخرین بازی فصل ۹۴-۹۵ خود پرسپولیس رو تشویق کنم برای قدردانی از پرسپولیسی که با دست بسته و پنجره بسته خوب نه اما عالی نتیجه گرفت میرم که قدردان بازیکنای با غیرتمون و مربی با دانشمون باشم برای عظمت پرسپولیس میرم #میجنگیم	HAPPY
 بیشعورها پُر از خشم اند. اعتقاد دارند خشم بهترین ابزار برای پیشبرد اهدافشان است.	ANGRY
روزی که با کسی در ارتباط نیستم، آرامش اعصاب دارم در عین حال گاهی دلم میخواد با یکی صحبت کنم ولی به نصف حرفم نرسیده باز گند میخوره تو اعصابم	ANGRY
دابسمشهای آهنگ ادل رو جمعیت همونقدر یخ و بینمکه که دابسمش من باختم بدم بختم نقی معمولی	HATE
مردك احمق بي سواد ابلح متاسف هستم برأي خودم كه به عنوان نماينده مردم در دنيا سخن ميگويي و چهره مردم ايران را در دنيا خراب ميكني	ANGRY
يكيم هست تو تايملاين هروقت توييتاشو ميخونم اعصابم خورد ميشه ولي بازم اصرار دارم هر دفعه برم توييتاشو بخونم!! نميذونم چه مرضيه!!:///	ANGRY
لعنت بهش ، لعنت به پوشه تلگرام ایمیج ، لعنت به پوشه پیکچر ، لعنت به ویسا لعنت به اسکرین شاتا ، لعنت به من که فقط گند زدن بلدم	HATE
نه تنها لاغر نشدم بلکه سه کیلو هم چاق شدم. شرم بر من	SAD
یکی از دلایلی که باعث شده به شدت از app های hybrid متنفر شم سرعت و performance بسیار پاییونشونه! شاید آمار از پرفرمنس تقریبا خوبشون بگه ولی من هیچ وقت عملکرد خوبی ازشون ندیدم. نمونش هم اپ #Instagram که هیچ وقت رو mobile من درست اجرا نشده!	HATE
جناب آقاي ولي ا... درود برشما. در متن دفاعيات مرحوم خسروگلسرخي،عبارتي است بسيار تكاندهنده ودردناك. مرحوم به هم نسلهاي خوددر آن زمان مينويسد:يادمان باشد به نزديكانمان سفارش كنيم برسنگ قبرمان تاريخ تولد ومرگ حك نشودتاآيندگان ندانندكه بيغيرتان تاريخ ما بوديم. …	SAD
" ""بسیار زیبا و خوشرنگه .  زنده ماندن زآن همه غوغا گمانم خواب شد!! تاخبر آمد که رفتند آن سی و اندی نفراین دود به چشم مسئولان نمی رود آلودگی هوای تبریز #پیمان #پاکمهر #تبریزنیوز #Peyman #Pakmehr #tabriznews"	SAD
رنگبندی اش رو دوست داشتم کامله ولی هنوز استفاده نکردم تا از لحاظ کیفیت نظر بدم	OTHER
من هنوز به هدیه رو باز نکرده صدر اسلام میخندم. وحشتناک میخندم.	HAPPY
درسته گوشت ۱۲۰ و مرغ ۱۵هزار تومانه... درسته قیمت واقعی دلار بیش از ۲۰هزار تومانه... درسته هیچ آینده ای برای فرزندانتون نیست... درسته صداتون دربیاد ، دستگیرتون میکنیم و میکشیمتون... ولی اینها دلیل نمیشه تو ۲۲بهمن شرکت نکنید و به جهانیان نگویید ما با این همه بدبختی خوشحالیم...	OTHER
صبح شک داشتم که تولد دوستم امروزه یا فردا ، میخواستم قبل اینکه بیاد دانشگاه چک کنم که پارسال کی تبریک گفتم ، انقدر کار داشتم یادم رفت	SAD
تو کنسرت پازل بند تو یه سری شعرهاشون حرکت رقصی داشتند گفت مربی ایروبیک داربم بلند شد تشویقش کنبم عجب موهایی داشت برگهای همه ریخت	SURPRISE
تو شگفت انگیز ارزش خرید رو داره و به عنوان گوشی دوم میتونه مورد استفاده قرار بگیره وگرنه قیمت الانش خیلی جالب نیست	OTHER
ایضا به همراه تمامی مسئولان تحصیلات تکمیلی به دانشجوی ترم 6 ارشد! …	OTHER
تنفر بیشتر... بیشتر... خیلی بیشتر... لعنت به من که انقدر حساسم.	HATE
 ممنون دوست عزیز...ولی اینجور آدما اصصصلا انقد بی ارزشن ک ارزش جواب دادن هم ندارن خودتونو ناراحت نکنین?	SAD
الان این خنده بود؟	OTHER
بابا من یزدیم. توی بازیایی که inventoryت محدوده و باید برای برداشتن یه آیتم حتما یه آیتم بندازی من زجر میکشم. این خشونت رو علیه ما متوقف کنید. :((	SAD
کودکان کورهپزخانههای #محمودآباد #شهرری هر هفته مهمان دنیای شگفتانگیز داستانها میشوند و هر چند کوتاه آرامش و شادی را در زندگی خود تجربه میکنند. #بلندخوانی #کتابخوانی #ترویج_کتابخوانی #کودک_کار	HAPPY
موفقیت های #دونیت درسال95 تاسیس تیم #ورزش برای #نوجوانان مبلغ موردنیاز:500هزارتومان مبلغ جمع آوری شده:557هزارتومان تعدادحامیان:6 نفر	OTHER
"الان وضعیت اعصابم ی جوریه که همین الان در کالبد ی موجودی دربیاد و باهاش برخورد کنم فقط میتونم بهش بگم:""چخه"""	ANGRY
اولین نشست اجلاس صلح پاریس همزمان با صدومین سالگرد پایان جنگ جهانی اول برگزار شدکه 70کشورجهان شرکت کردند -چرا #ایران که 8تا10میلیون کشته داد دعوت نشد؟!! - #دیپلماسی_عمومی وزارت خارجه ما درواقعه ای که یک سوم جمعیت مارا به کشتن داد،،کجاست؟!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! -عجیبه	SURPRISE
خدا صبری بده به پدر و مادر شون اعصابم خورد شد آخه به چه جرمی	SAD
"محدودیت و حقوق نابرابر زرتشتیان تا پایان حکومت قاجار!! شادروان بهدین ""اردشير خدارحم مرزبان بنشاهی"" از نویسندگان و فرهیختگان جامعه زرتشتی هند(پارسیان) در کتاب خاطرات خود از اوضاع ایران چنین مینویسد:"	OTHER
"پیشنهاد ""#حذف_مهریه و #تقسیم_اموال_زوجین بعد از ازدواج"" در مجلس/مسئولان زن مخالف کردند نایب رییس کمیسیون اجتماعی گفت: متاسفانه روزی که این موضوع را در کمیسیون اجتماعی مطرح کردم، چند نفر از زنان مسئول که در این جلسه حضور داشتند، اگرچه با تحصیلات عالی، اما با این موضوع مخالفت کردند"	SAD
این خشم و نفرتی که بین دو گروه اصلاحطلب و برانداز به وجود اومده بیمعنیه. هدف هر دو گروه یه چیزه و اونم دموکراسی و آزادی؛ ولی راهشون فرق میکنه. اگه تحمل همدیگرو نداشته باشیم و بخوایم وقت و انرژیمونو برای کلکل باهم هدر بدیم راهو اشتباه رفتیم.	OTHER
همچون مادرهای پر خشم و کینه اینچنین فرزندانی رو تربیت میکنند.هر کجای دنیا این دخالتها رو کسی ببینه تعجب میکنه	SURPRISE
تجربه شکل مدیریت در ۸سال #جنگتحمیلی با وجود آن تحریمهای شدید، نشان میدهد که مشکل امروز کشور غیر از مباحث خارجی، در نحوه مدیریت کردن مسؤولان اجرائیست. جای #میرحسینموسوی خالیست که کشور را با نفت ۷دلاری اداره کرد. اوئی که هم #مردم به او اعتماد داشتند و هم مدیری لایق بود...	OTHER
کدام نمایندگان تاکنون از تریبون مجلس نسبت به حصر مهندس کروبی، خانم رهنورد و شیخ مهدی کروبی اعتراض کرده و خواستار پایان آن شدند؟	OTHER
ای ملت حواستون کجاس. مگ نمیبینید نوشته ساشه ۱۰ گرمی،ینی یدونه . اگ یه بسته بود مینوشت یک بسته... ولی قیمت همین یدونش خیلی زیاده و بامیلوگرون میده. اگ بامیلو قیمت بستشو خوب بزاره ی بسته کاملشو خریداری میکنیم . ارزش نداره یدونه  رو پست برامون بیاره خنده داره :|	OTHER
در سومین روز بر طبق روزشمار #نابودی_اسرائیل برای زدودن تفکر غربی از روند زندگی مسئولان دومین روز تحصنمان را همصدا با مردم خرم اباد بابل رشت همدان زنجان قائمشهر قم کرج فارسان در مسجد جامع امام را اعلام میکنیم. #مسجد_پناه_مردم #حفاظت_ازمنافع_ملت	OTHER
برای رسیدن به اهداف عالی در زندگی و اینکه جسم در برابر شوق روح به فعالیت کم نیاره، لحظاتی پیش دمبل سفارش دادم	OTHER
عجب فیلمی بود Deliver us from evil بزرگترین فرقش با بقیه فیلمهای این مدلی ۶ مرحله بودن جن گیری بود دوست داشتم :)	HAPPY
بخند دیوونه کی دیده غم بمونه	HAPPY
در کنار اون، نمیتونستم جلوی این فکر رو بگیرم که من پدربزرگا و مادربزرگامو تو فاصلهی خیلی کمی قراره از دست بدم...	SAD
دیشب که گفتم کلی پیاده رفتم خیلی همه جا تاریک بود واقعا وحشت کردم تاریکی زمستون خیلی احمقانه و رو مخه	FEAR
 تنفر از بقیه هم ریشهاش تنفر از خوده. برای هم حتی بذاری بری، باز یکی رو پیدا میکنی که ازش متنفر باشی. برای همین استیون میگه:	HATE
از یه طرف معده ام به شدت ترش کرده از یه طرف دندون کشیدم دهنم پر خونه وباید دندون فشار بدم رو دندون از یه طرفم نمازم مونده تباه شدم .....	SAD
سال اول دانشگاه استاد ادبیاتمون یه داستان از یه نویسندهای خوند، بینهایت زیبا. عالی، عالی. ولی این چند سال نه اسم نویسندهاش خاطرم بود نه اسم رمان. الان پیداش کردم: شرق بنفشه، شهریار مندنیپور	HAPPY
سر صبی جوری اعصابم خورد شد که تا یک هفته درست نمیشه	ANGRY
کادر تر و تمیز، رنگ های شفاف نور عالی، ما یاد گرفتیم حتی از کثافتمون هم تصویر قشنگی ارائه بدیم. شاید زیبا ترین عکسی که میشد از همچین تخریبی گرفت همین باشه. عمق فاجعه اونجایی هست که هیچ کدوممون حجم این تخریب رو درک نمیکنیم. …	SAD
یه مقاله دارم ترجمه میکنم به عنوان پروژه، انقد باهاش مخالفم که همش اعصابم خورد میشه نمیتونم تمومش کنم :|	ANGRY
" ""سلام ای غروب غریبانه دلدوستام یجورین که وقتی به جک میخندن از خود جوکه خنده دار تر میشن"	HAPPY
اعصابم چقدر خورده	ANGRY
"با اینکه تو شگفت انگیزخریدم ولی باز ارزش نداشت بی کیفیت و افتضاح هرگز پیشنهاد نمیدم واقعا تو ذوقم خورد"""	SAD
پیام به صورت وویس طولانی دادن کار خوبی نیست. حال تایپ کردن ندارن، ما باید علاف بشیم. گوش دادن خیلی بیش از خوندن طول میکشه. رسما معطل میشه مخاطب. حالا راحت نمیشه ارجاع داد بهش بماند. #شکایت_از_انسان_بیحال	SAD
یه مازندرانی اصیل وقتی داره فارسی حرف میزنه نمیگه رقصیدم, میگه رقص کردم. نمیگه خندیدم, میگه خنده کردم و...	OTHER
کافیه من یه برنامه ریزی کوچولو برا اخر هفته هام انجام بدم که خبر مرگم برم یه تفریحی چیزی! زارت استادا میان ترم میذارن.	SAD
خشم و دشمنی را به درگاه مردان با اراده راهی نیست سقراط	OTHER
برای ترم دارم اندیشه سیاسی امام میخونم الان میفهمم که چقدر دولتمردا از نوشته های تو این کتاب عقب هستن یا ما ازشون از نظر چپاول این ملت عقب افتادیم، اصن این کتاب ی جهان گل وبلبل و ب تصویر میکشه درمورد ایرانی ولی وقته ب حال الان نگاه میکنی تو حیرت میمونی :-/	SURPRISE
بیانیه جمعی از معلمان ایران در حمایت ازاسماعیل بخشی و اعتراض به خط سرکوب فعالان صنفی و مدنی  …	OTHER
یه چیزی دیدم اعصابم خورد شد گفتم تاکید کنم مرگ بر جمهوری اسلامی مرگ بر مجاهد و رجوی #WarsawSayNoToMullahs	ANGRY
فامیلامون مدال طلای المپیاد کامپیوتر داره، امسال رفته نرم شریف. دیروز میگفت میخوام تغییر رشته بدم سی اس :)))) چنان حس غروری بهم دست داد که نگو	HAPPY
 صفر نمیزنه ولی پوست رو هم زخمی نمیکنهسگ و قتی حمله میکنه اگر فرار کنی دلیر تر میشود اما اگر همانجا دست به زمین بگزاری فرار میکند یاد بگیر فرار نکنی?????	OTHER
من تا حالا پيام نميدادم ولي واقعا منزجر كنندست	HATE
درسته که آدم برای پیشرفت باید دائما به جایی که میخواد برسه فکر کنه و همیشه باید به داشته های کنونیش مغرور نشه، ولی یه جاهایی هم لازمه که چند لحظه ای درنگ کنه و به موفقیت های کنونیش فکر کنه. آدمی زاد به تشویق زنده ست. نمیشه که فقط به نداشته ها فکر کرد.	OTHER
علمالهدی: یکی از مسؤولان اجرایی نظام [روحانی] درخواست برگزاری #رفراندوم کرده. مردم دین میخواهند و رهبری دینی در این نظام میخواهند. شما مردم را به اصل ۵۹ قانون اساسی حواله میدهید؟ شعار استبدادطلبان برای به شکست کشاندن #مشروطه: ما پیرو قرآنیم/مشروطه نمیخواهیم. تکرار تاریخ	OTHER
پست اینستاگرام رهبر انقلاب خطاب به مسئولان: بروید در میان مردم...	OTHER
پرتره ی #دختری_با_گوشواره_مروارید ، از اون پرتره های عجیب و غریبیه که هر وقت نگاهش میکنم دقایقی مبهوت میشم . #یوهانس_فرمیر (اغلب میگن #ورمیر ) یک لحظه ی خاص ثبت کرده . چشمهای خیره و لبهای نیمه باز ، انگار میخواد حرفی بزنه ولی سکوت میکنه . همه ی نقاشی همین یک لحظه است .	SURPRISE
خوار پشتیبانای قلمچی رو گاییدم. لامصبا الان یادم افتاد اعصابم خورد شد	ANGRY
شادی صدر.. شیرین عبادی.. سحر بیت مشعل.. اینها اسامی کسانیست که با ادعای پاسداشت «حقوق بشر» از گروه تروریستی #الاحواز حمایت کردهاند.. این اسامی را به یاد بسپرید! وقتی در کنفرانسهای حقوق بشر ژست انساندوستانه میگیرند امروز را به یاد آورید..	OTHER
عدم حمایت دولت از دامپروریها ( بیتوجهی دولت به بخش تولید)/ دلیل کاهش تولید فقط اعمال برخی سیاستها است. اختصاص ندادن علوفه دولتی به دامپرور و عدم حمایت او از سوی دولت، موجب سرخوردگی او شده. تعطیلی 7500 گاوداری در چند سال اخیر، وحشتناک است که ربطی به آمریکا و تحریم ندارد	SAD
از ساعت خوشم نمیاد. با قیافه ساعت به خصوص مچی ش مشکلی ندارم که از خود ساعت بدم میاد چرا ما باید خودمون رو با ساعت تنظیم کنیم؟! شاید یه روز ساعت هایی بیان که اونا خودشون رو با ما تنظیم می کنند. اون وقت ساعت دوست میشم، قول میدم.	HATE
اسکار بهترین نذری تاریخ هم به هموطنی تعلق میگیره که نذر کرده واسه این بچه ها کفش نو بخره! خنده های بچه هارو ببینید!	HAPPY
با آدمای نزدیک زندگیمون باید از بقیه مهربونتر، صبورتر و خوبتر باشیم اما برعکسه ومعمولا حلقههای اول رابطهمون شاهد بیشترین خشم و بیحوصلگی و کجخلقیهامون هستند. #منبر	OTHER
آنکه می گوید دوستت دارم دل اندوهگین شبی ست که مهتابش را میجوید .	SAD
خودمون, مسئولینمون... همه خوشحال و شاد و خندونیم. هیچی نمیتونه طنازی مارو ازمون بگیره. هیچی ناراحتمون نمیکنه. ملت شاد فقط ایرانی حالا ما که فیلترو دور میزنیم ولی حجم خارجی اینترنت مخابرات چرا 4 برابر حجم داخلیه؟ …	HAPPY
متنفرم وقتی آدمی رو همراهی میکنم تا به مقصد برسه و اون فقط برام دست تکون میده وقت برگشتن من میمونم و مسیری که باید تنهایی برگردم....	HATE
درود بر آمريكا و عدالت قضاييش!خاك بر سر حكومت عدل علي! در بلاد كفر نه رعايت بازيگر و مربي تيم ملي را ميكنند نه حتا رييسجمهور را. اينجا عدالتخانه را كثافت برده. #كثافتخانه اسم بهتري براي عدالتخانه است.	ANGRY
از همه اونايي كه سر قرار دير ميكنن(جز نگين) متنفرم	HATE
بدترین حس وقتیه ک از ترس وابستگی از کسی که دوسش داری فاصله بگیری . . .	FEAR
خلاصه اینکه از خودم بدم میاد دلیل نمیشه اَ تو خوشم بیاد که.	HATE
من از گوگل کروم بدم میاد، اصلا هم برام مهم نیست که اونم از من بدش میاد یا نه، مهم اینه که من از اون بدم میاد، یک تار موی فایرفاکسمو هم به صدتا کروم نمیدم	HATE
وقتی آخرین سنگرت فرار از خونه شد بدون که داری وارد ۲۷سال میشی	OTHER
ای کاش سیاستمداران و مسئولان در ایران متوجه این مهم بشوند دموکراسی فقط رسیدن به قدرت نیست بلکه کنار رفتن از قدرت هم جزئی از #دموکراسی است .	OTHER
از بارون بدم میاد.	HATE
تاجایی که برای این فرقه رجوی کثیف کار میکنی خیلی ادم خوب هستی وقتی آدمها از از آنها جدا میشدند هزار یک مارک به آنها میزنند اینقدر آدم کثیفی هستند و شرم هم نمیکنند	HATE
دوست عزیزی که نوشتین خیلی نازکه و با فشار میشکنه ، به نظرتون طلایی که فقط 0.30 گرم وزن داره میتونه ضخامتی داشته باشه که خم نشه . من تازه امروز اومدم که وزن 0.69 رو سفارش بدم و نظر شما رو دیدم تعجب کردم.	SURPRISE
ای عجب گر من رسم در کام دل کی رسم چون روزگار از دست رفت #سعدی	SAD
تنها مدارا میکنم؛دنیا عجب جایی شده!	SAD
سیگار فوتبال فکر کردن ب چیزای کسشر و نهایتن اعصابم خرد شدن! =/  …	ANGRY
مسئولان ذوق نکنید، به عشق رهبر آمدیم...؟! #بهمن_تماشایی	OTHER
روحانی، اول انقلاب:«شعار زیبای مرگ بر آمریکا در کشور ما وحدت آفرین شده.» روحانی،سال۹۶:«امیدوارم مرگ از همه شعارها جمع شود.» روحانی،سال۹۷:«این روزها یاد حرف امام میافتم که میگفت هر چه فریاد دارید سر آمریکا بزنید.» اگه یکیفهمید این با خودش چند چنده، به منم خبر بده!	SURPRISE
شاد و سلامت باشید خداوند یارتون?	HAPPY
SSSS.Gridman عجب انیمهای بود خیلی عجیب بود، یک لحظه با خودت میگی پای چه آشغالی نشستم، یه لحظه دیگه میگی عجب چیزیه یه داستان بی منطق، مسخره، اکشنهای آبکی، که خیلی خوب ساخته شده، صدا گذاری و دوبله عالی دارد و در هر قسمت شما را در پای خود میخکوب میکند. و چه پایانی	SURPRISE
دوستان گرامی! من میخوام تا آخرین لحظهای که امکان داره زنده بمونم و از زندگی لذت ببرم. چیزی برای لذت بردن نیست؟ میسازم و لذت میبرم، با دست خالی هم میسازم، فقط خواهش میکنم اگر از چیزی عصبانی هستید برای همه آرزوی مردن نکنید و نگویید : چرا نمیمیریم؟	HAPPY
از آدمی که زیاد پیام میده حتی وقتی که کار داره هم متنفرم، چه برسه به شما دوست عزیز که صرفا میخوای یه لاسی زده باشی!	HATE
معاون فرهنگی ق.ق گفته: مردم برای اعدام بابک زنجانی عجله نکنند! گویاآقایون نمیدونن مردم برای اعدام سرشاخه های اصلی فساد که از مسئولان بلند پایه نظام هستند، عجله دارند نه امثال زنجانی ها و سلطان سکه ها که مهره ی سوخته ی ناچیزی بیش نیستند. #مبارزه_واقعی_با_فساد	OTHER
آقای محمودنبویان  برای #مناظره با #عراقچی درباره FATF اعلام آمادگی کرده. خدمت سید بزرگوار عرض میکنم بیخیال مسئولان شوید، من مثل شما بیکارم و درباره #FATF سوادم کم نیست. هرجا و هر زمان آماده اید،آمادهام. فقط یک شرط:مثل جماعت #دلواپسان،خدای ناکرده #دروغ_نگویید. منتظرم.	OTHER
این کیف اصلا کیفیت نداره. با اینکه تو پیشنهاد  شگفت انگیز خریدم اما اصلا راضی نیستم.فک نمیکردم اینقد جنس کیف و آستر بی کیفیت باشه	SAD
این اوسکل چندتا بچه رو سپردن بهش هوایی شده.یکی اونجا نبود اون شوکرو بگیر بکن ماتحتش ک دیگه برای زن و دختر شاخ و شونه نکشه	ANGRY
بگذار که خون داد کنم درد دلم را فارغ شده از مایع پیمانـه بمیــرم میترسم از آن روز که درغیبت یاران بر شانه ی جمعیت بیگـانـــه بمیرم بگذار که این شام سحر آید و فــــردا حتی شده بر سفره صبحانـه بمیرم وقتی همه خوابند بخوان ناممرا؛خاک چون گرد شوم، سِری و دزدانه بمیرم #خاک	SAD
"درکل تو شگفت انگیز فقط ارزش خرید داره"""	OTHER
اه اه اه اه یعنی یه کم دیگه مونده فقط تا کامل قاطی کنم. سرم و بکوبم به میز. همه چی و پاره کنم و تمام اه اه اصن اعصابم نمیکشه دیگه.	ANGRY
من آن بار کجم که روی شانههای عالم، زیادیام؛ عجب مدار که بیوقفه میدوم و به مقصد نمیرسم!	SAD
بهترین راه براش اینه از فامیل فرار کنه بیاد روستا نشین بشه یا توافقی طلاق بگیره یا خرجشو با زنش جدا کنه یا دست بکار بشه نظامو عوض کنه یا کلا هر چی داره بفروشه بره کشور دیگه زندگی کنه یا همینجوری ادامه بده و کمرش بیشتر خم شه.راه دیگه ای به نظرم نرسید شما راهکار دیگه ای داشتید کامنت کنین	OTHER
علاوه بر مسئولان آموزشوپرورش، مهندسانی که تاییدیه استحکام بنا و ایمنی ساختمان را برای مدارس و مهدهای خصوصی صادر میکنند باید پاسخگو باشند. ظهر امروز یک واحد پیش دبستانی خصوصی در #زاهدان دچار حریق شد که بر اثر آن 4 کودک دچار سوختگی شدید شدند. یک کودک دقایقی پیش فوت کرد.	SAD
هر اتاقی میری صحبت همه همکارا بحث دلار و چی میشه و فلان چیز پیدا نمیشه و بدبخت شدیم و عجب حماقتی کردیم نرفتیم و...! و من خوشحال ازینکه غروب میریم یه عالمه گلدون بخرم	HAPPY
"کیفیت کار خیلی کمتر از عکسه و من برا هدیه گرفتم روم نمیشه بدم بس که جنسش بچه گانه س"""	SAD
مسئولان صدا و سیمای #میلی حتی فکر نمیکردند در روزگار #فریب، مردی از جنس #شفافیت و #صداقت خواستار انتشار #حقایق برای #مردم شود. #محرمانه_نداریم #ميرحسين #موسوي #سبز_میمانیم	OTHER
"نامرد ترين رفيقاي دنيا ، رفيقای شماعی زاده بودن كه بهش گفتن: ""حسن عالي ميخونی ، عالی ، برو واسه ركورد"""	OTHER
تغییری که این بانوی هندی در مناطق فقیرنشین و دهات هند داشته رو از زبان خودش میشنوید. شکست در تأسیس بانک، باسواد کردن زنان، موفقیت در تأسیس بانک، دخیل کردن زنان در مورد نحوه دسترسی بیسوادان به بانک و بهکار بستن نظرشون، داشتن ایستگاه رادیویی، ایجاد محلی برای رساندن آب و 1/5 …	OTHER
" ""من تو پیشنهاد شگفت انگیز خریدمش واقعا راضیم فقط کاش دستکش مخصوص داشتعجیبه که فمینستها از تساوی زن و مرد فقط مدیریت های کلان و سالاد و نوشابه رو دوست دارند اصلا هم ذهنشون سمت کارگری و عملگی و عرقریزی و سربازی و ...نمیره #زنان_خیابان_یاسر"	SURPRISE
از اینکه وقتی هردفعه با یکی بحثم میشه وسطش بغضم میترکه متنفرم	HATE
با کیهان کلهر تو یکی از سوپری های تورنتو.....از همراهش تو صف جدا شد رفت چیزی برداشت و دوباره برگشت پیش همراهش که تو صف بود، هموطنی از پشت اعتراض کرد که برو ته صف، خیلی متین و محجوب رفت ته صف....  …	OTHER
دیوان عالی آمریکا: شروع جنجالی روند تایید نامزدی کاوانا در سنا	OTHER
ترس يعنى،هيچ چيز سر جايش نباشد قهوه سر برود كليد پشت در جا بماندو سوويچ ماشين گم شود ترس يعنى نخوردن قرصهاى پرو پرانول قلب از روى فراموشى اخرين سيگار را برعكس روشن كردن #ترس يك معنى ندارد جانم ... #لاله _صبورى	FEAR
متنفرم از این شهر که تمام کوچه پس کوچه هایش بوی آشنایی خاطرات را میدهد متنفرم از هرچی که منو یاد تو بندازه،از خودم	HATE
بزرگ کسی است که قلبش کودکانه، قهرش بی کینه بخشش بی انتها و دوستی اش با وفا باشد خدایا آرامشی عمیق نصیب همه ی دلها و شبی بی دغدغه قسمت عزیزانم بگردان به امید فردایی عالی	HAPPY
خیلی بدم میاد یکی بگه پایدار :| نگین خواهشا	HATE
مردم بايد آزاد باشند آنچه را دوست دارند انتخاب كنند، حتى اگر نامطلوب باشد. #سقلمه	OTHER
بیا تا دونت بدم بخوری	OTHER
وقتی ضعیفترین آدمها را در این چهار دهه وزیر آموزش و پرورش کردند و تاریخ را «درست» و «راست» آموزش ندادند، نتیجهاش آدمهایی شده که دلتنگ رژیمی میشوند که همواره مورد انتقاد شدید نهادهای حقوق بشری بینالمللی دهههای شصت و هفتاد میلادی بود!	SAD
"هیچوقت بدون تست عطر نخرین"""	HATE
دلم گم شدن مى خواهد از شهرى كه آدم هايش با هر بهانه اى دوستت دارم هايشان را از آدم پس ميگيرند و آنقدر بيگانه مى شوند كه باور نمى كنى هرگز به ياد داشته باشند روزى به تو گفته اند دوستت دارم.	SAD
من اينجوري ام كه بگن فلان فيلم خيلي غم داره هركي ديده گريه اش گرفته من حتي اگهههه غم انگيز ترين فيلمم باشه گريه ام نميگيره ، وقتي با خودم فكر ميكنم همه گريه كردن توام الان بايد گريه كني يه چي تو وجودم شديدا باهام لجبازي ميكنه و گريه ام نمياد :))))))	OTHER
دیشب ساعت دو بیدار شدم و از اینکه بهم نگفته بود سالی متعجب شده و خوابیدم ،تعجب هیچوقت حسی مجزا نبود همیشه بعدش خشم یا غم میاومد اما دیشب تعجب منو بغل کرد و خوابیدیم	SURPRISE
تیم اقتصادی دولت بطور عجیبی قبل از تصمیمهای درست هنگمیکند اما تصمیمهای اشتباه (مثل توزیع دلار۴۲۰۰تومانی یا اخلال در صادرات) را فوری میگیرند! اگر جنگ اقتصادی واقعیت دارد، هیچ بعیدنیست با فناوریهای شناختی(cognitve) بر تصمیمهای مسئولان اقتصادی ما اثرمیگذارند	SURPRISE
ما نسل بدبختی هستیم، دستمان به مقصر اصلی نمیرسد از همدیگر انتقام میگیریم... .	SAD
سرده سرده دهن سرویس،بدم میاد این همه لباس تنمهشلوارک نرم اسنوپیم رو میخوام	HATE
وقتی کیف به دست رسیدم از انتخابم پشیمان شدم خیلی بد بود دوخت بد و بی کیفیت اصلا به قیمتش نمیخورد حتی تو شگفت انگیز به هیچ عنوان به کسی پیشنهاد نمیدم	SAD
اون پیرمرد تلفنچی شیار ۱۴۳ با همون لهجه عالی کرمانی، توی بچه مهندس بازی میکنه.	HAPPY
از صبح تا حالا ذهنم پیش دوستمه که بخاطر استرس نصف صورتش فلج شده. هی اشک میاد تو چشمم نفس عمیق میکشم تا گریم نگیرهچیه این درس و کار...لعنت	SAD
مشکل من خندیدن به خودمه. مشکل من نقض پیوستگی صحنههاست. مشکل من لحظۀ یه ساعت و سی و دو دقیقه و سی و نه ثانیۀ فیلم فروشندهست. مشکل من اینه که ارجاع میدم. مشکل من اینه که خودارجاعم. مشکل من تغییر بیخود و بیجهت کنتراسته. اونم نه ۱ بار، نه ۲ بار، نه ۳ بار، بلکه ۴ بار.	SAD
#کیروش هم رفت، تنها رفت اما قطعا در جای دیگری از دنیا تنها نخواهد ماند. ما ماندیم و تنهایی آرزوهایمان، ما ماندیم و نگرانی برای حس غرورمان، ما ماندیم و نگرانی برای تنها دلخوشیمان. ما ماندیم و التماس موفقیت های او از نفر بعدی. ما از او حاضر به تشکر نشدیم اما او از ایران تشکر کرد. …	SAD
پخش بو خیلییی کم .ماندگاری متوسط.و بوی شیرین و خنک !عجیبه که تووی مشخصاتش میگه شیرین و گرم	SURPRISE
